fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,symbol
3/31/2023,USD,41976000000,93906000000,59061000000,52860000000,28318000000,6201000000,7457000000,13658000000,918000000,-930000000,None,930000000,94836000000,76000000,None,None,28382000000,4222000000,930000000,24160000000,25326000000,29312000000,28318000000,24160000000,AAPL
12/31/2022,USD,50332000000,1.16E+11,73429000000,66822000000,36016000000,6607000000,7709000000,14316000000,868000000,-1003000000,135000000,1003000000,1.17E+11,-258000000,None,2916000000,35623000000,5625000000,1003000000,29998000000,28195000000,36626000000,38932000000,29998000000,AAPL
9/30/2022,USD,38095000000,89319000000,58491000000,52051000000,24894000000,6440000000,6761000000,13201000000,753000000,-827000000,74000000,827000000,90146000000,-163000000,None,2865000000,24657000000,3936000000,827000000,20721000000,18909000000,25484000000,27759000000,20721000000,AAPL
6/30/2022,USD,35885000000,82240000000,53086000000,47074000000,23076000000,6012000000,6797000000,12809000000,722000000,-719000000,722000000,719000000,82959000000,-13000000,None,2805000000,23066000000,3624000000,719000000,19442000000,16639000000,23785000000,25881000000,19442000000,AAPL
3/31/2022,USD,42559000000,96587000000,60912000000,54719000000,29979000000,6193000000,6387000000,12580000000,700000000,-691000000,700000000,691000000,97278000000,151000000,None,2737000000,30139000000,5129000000,691000000,25010000000,19443000000,30830000000,32716000000,25010000000,AAPL
12/31/2021,USD,54243000000,1.23E+11,76151000000,69702000000,41488000000,6449000000,6306000000,12755000000,650000000,-694000000,650000000,694000000,1.24E+11,-203000000,None,2697000000,41241000000,6611000000,694000000,34630000000,33540000000,41935000000,44185000000,34630000000,AAPL
9/30/2021,USD,35174000000,82688000000,53802000000,48186000000,23786000000,5616000000,5772000000,11388000000,659000000,-672000000,659000000,672000000,83360000000,-525000000,None,2989000000,23248000000,2697000000,672000000,20551000000,20656000000,23920000000,26775000000,20551000000,AAPL
6/30/2021,USD,35255000000,80769000000,51591000000,46179000000,24126000000,5412000000,5717000000,11129000000,719000000,-665000000,719000000,665000000,81434000000,189000000,None,2832000000,24369000000,2625000000,665000000,21744000000,22088000000,25034000000,26958000000,21744000000,AAPL
3/31/2021,USD,38079000000,88914000000,56819000000,51505000000,27503000000,5314000000,5262000000,10576000000,718000000,-670000000,718000000,670000000,89584000000,460000000,None,2797000000,28011000000,4381000000,670000000,23630000000,23165000000,28681000000,30300000000,23630000000,AAPL
12/31/2020,USD,44328000000,1.11E+11,72742000000,67111000000,33534000000,5631000000,5163000000,10794000000,747000000,-638000000,747000000,638000000,1.11E+11,-64000000,None,2666000000,33579000000,4824000000,638000000,28755000000,29340000000,34217000000,36200000000,28755000000,AAPL
9/30/2020,USD,24689000000,64698000000,44945000000,40009000000,14775000000,4936000000,4978000000,9914000000,768000000,-634000000,134000000,634000000,64698000000,-8000000,None,2702000000,14901000000,2228000000,634000000,24689000000,12817000000,15535000000,17477000000,12673000000,AAPL
6/30/2020,USD,22680000000,58988000000,41836000000,37005000000,13091000000,4831000000,4758000000,9589000000,901000000,-697000000,901000000,697000000,59685000000,-158000000,None,2752000000,13137000000,1884000000,697000000,11253000000,13492000000,13834000000,15843000000,11253000000,AAPL
3/31/2020,USD,22370000000,57556000000,40895000000,35943000000,12853000000,4952000000,4565000000,9517000000,1049000000,-757000000,1049000000,757000000,58313000000,-10000000,None,2786000000,13135000000,1886000000,757000000,11249000000,8878000000,13892000000,15639000000,11249000000,AAPL
12/31/2019,USD,35217000000,91034000000,61799000000,56602000000,25569000000,5197000000,4451000000,9648000000,1045000000,-785000000,1045000000,785000000,91819000000,89000000,None,2816000000,25918000000,3682000000,785000000,22236000000,22266000000,26703000000,28385000000,22236000000,AAPL
9/30/2019,USD,24313000000,64040000000,44305000000,39727000000,15625000000,4578000000,4110000000,8688000000,1106000000,-810000000,1106000000,810000000,64040000000,206000000,None,3179000000,16127000000,2441000000,810000000,24313000000,13741000000,16937000000,18804000000,13686000000,AAPL
6/30/2019,USD,20227000000,52943000000,38008000000,33582000000,11544000000,4426000000,4257000000,8683000000,1190000000,-866000000,1190000000,866000000,53809000000,43000000,None,2933000000,11911000000,1867000000,866000000,10044000000,10904000000,12777000000,14477000000,10044000000,AAPL
3/31/2019,USD,21821000000,57005000000,40652000000,36194000000,13415000000,4458000000,3948000000,8406000000,1358000000,-1010000000,1358000000,1010000000,58015000000,30000000,None,3040000000,13793000000,2232000000,1010000000,11561000000,13650000000,14803000000,16455000000,11561000000,AAPL
12/31/2018,USD,32031000000,83420000000,57062000000,52279000000,23346000000,4783000000,3902000000,8685000000,1307000000,-890000000,None,890000000,84310000000,143000000,None,3395000000,23906000000,3941000000,890000000,19965000000,19742000000,24796000000,26741000000,19965000000,AAPL
9/30/2018,USD,24084000000,62900000000,38816000000,38816000000,16118000000,4216000000,3750000000,7966000000,1311000000,-868000000,None,868000000,62900000000,-140000000,None,2754000000,16421000000,2296000000,868000000,24084000000,13782000000,17289000000,18872000000,14125000000,AAPL
6/30/2018,USD,20421000000,53265000000,32844000000,32844000000,12612000000,4108000000,3701000000,7809000000,1418000000,-846000000,None,846000000,53265000000,100000000,None,2665000000,13284000000,1765000000,846000000,11519000000,11472000000,14130000000,15277000000,11519000000,AAPL
3/31/2023,USD,36729000000,52405000000,24481000000,16128000000,22352000000,7393000000,6984000000,15337000000,748000000,-496000000,748000000,496000000,52901000000,-93000000,None,960000000,22673000000,4374000000,496000000,18299000000,19112000000,23169000000,24129000000,18299000000,MSFT
12/31/2022,USD,35259000000,52032000000,27393000000,17488000000,20399000000,8016000000,6844000000,16749000000,700000000,-490000000,18000000,490000000,52522000000,-38000000,None,1089000000,20339000000,3914000000,490000000,16425000000,17311000000,20829000000,21918000000,16425000000,MSFT
9/30/2022,USD,34670000000,49636000000,22798000000,15452000000,21518000000,6524000000,6628000000,13974000000,641000000,-500000000,110000000,500000000,50136000000,-31000000,None,822000000,21572000000,4016000000,500000000,17556000000,14891000000,22072000000,22894000000,17556000000,MSFT
6/30/2022,USD,35436000000,51406000000,25283000000,16429000000,20534000000,8053000000,6849000000,15703000000,552000000,-496000000,552000000,496000000,51902000000,-23000000,None,801000000,20487000000,3747000000,496000000,16740000000,14538000000,20983000000,21784000000,16740000000,MSFT
3/31/2022,USD,33745000000,48732000000,23481000000,15615000000,20364000000,7075000000,6306000000,14172000000,519000000,-503000000,519000000,503000000,49235000000,-11000000,None,791000000,20190000000,3462000000,503000000,16728000000,13815000000,20693000000,21484000000,16728000000,MSFT
12/31/2021,USD,34768000000,51228000000,24433000000,16960000000,22247000000,6763000000,5758000000,13231000000,503000000,-525000000,503000000,525000000,51753000000,-4000000,None,710000000,22515000000,3750000000,525000000,18765000000,17919000000,23040000000,23750000000,18765000000,MSFT
9/30/2021,USD,31671000000,44743000000,20145000000,13646000000,20238000000,5834000000,5599000000,12098000000,520000000,-539000000,520000000,539000000,45282000000,6000000,None,665000000,20524000000,19000000,539000000,20505000000,19966000000,21063000000,21728000000,20505000000,MSFT
6/30/2021,USD,32161000000,45595000000,22025000000,13991000000,19095000000,7379000000,5687000000,13721000000,497000000,-553000000,497000000,553000000,46148000000,22000000,None,655000000,19405000000,2947000000,553000000,16458000000,16818000000,19958000000,20613000000,16458000000,MSFT
3/31/2021,USD,28661000000,41059000000,20070000000,13045000000,17048000000,6409000000,5204000000,12229000000,519000000,-633000000,519000000,633000000,41692000000,6000000,None,616000000,17236000000,1779000000,633000000,15457000000,13552000000,17869000000,18485000000,15457000000,MSFT
12/31/2020,USD,28882000000,42558000000,20907000000,14194000000,17897000000,6086000000,4899000000,11612000000,545000000,-571000000,545000000,571000000,43129000000,70000000,None,627000000,18337000000,2874000000,571000000,15463000000,15720000000,18908000000,19535000000,15463000000,MSFT
9/30/2020,USD,26152000000,36724000000,16941000000,11002000000,15876000000,5350000000,4926000000,10865000000,570000000,-589000000,None,589000000,37313000000,0,None,589000000,16124000000,2231000000,589000000,13893000000,13807000000,16713000000,17302000000,13893000000,MSFT
6/30/2020,USD,25694000000,38033000000,20161000000,12339000000,13407000000,7073000000,5214000000,13036000000,595000000,-686000000,None,686000000,38033000000,0,None,588000000,13422000000,2220000000,686000000,13407000000,11712000000,14108000000,14696000000,11202000000,MSFT
3/31/2020,USD,24046000000,34315000000,17650000000,10975000000,12975000000,6184000000,4887000000,11562000000,673000000,-614000000,153000000,614000000,34929000000,-3000000,None,491000000,12843000000,2091000000,614000000,10752000000,13683000000,13457000000,13948000000,10752000000,MSFT
12/31/2019,USD,24548000000,36322000000,18986000000,12358000000,13891000000,6054000000,4603000000,11231000000,688000000,-654000000,281000000,654000000,36976000000,-19000000,None,574000000,14085000000,2436000000,654000000,11649000000,11455000000,14739000000,15313000000,11649000000,MSFT
9/30/2019,USD,22649000000,32428000000,16363000000,10406000000,12686000000,5398000000,4565000000,10522000000,724000000,-637000000,139000000,637000000,33065000000,-18000000,None,559000000,12686000000,2008000000,637000000,10678000000,10957000000,13323000000,13882000000,10678000000,MSFT
6/30/2019,USD,23305000000,33717000000,17199000000,10412000000,12405000000,6387000000,4513000000,11300000000,709000000,-669000000,321000000,669000000,33717000000,-121000000,None,400000000,12596000000,-591000000,669000000,12405000000,14112000000,13265000000,13665000000,13187000000,MSFT
3/31/2019,USD,20401000000,29993000000,16345000000,10170000000,10341000000,5744000000,4316000000,10491000000,668000000,-671000000,None,671000000,30664000000,16000000,None,431000000,10486000000,1677000000,671000000,8809000000,9557000000,11157000000,11588000000,8809000000,MSFT
12/31/2018,USD,20048000000,31796000000,18673000000,12423000000,10258000000,5720000000,4070000000,10320000000,704000000,-672000000,None,672000000,32468000000,34000000,None,530000000,10385000000,1965000000,672000000,8420000000,9022000000,11057000000,11587000000,8420000000,MSFT
9/30/2018,USD,19179000000,28615000000,15708000000,9905000000,9955000000,5247000000,3977000000,9780000000,681000000,-674000000,None,674000000,29289000000,14000000,None,556000000,10221000000,1397000000,674000000,8824000000,8463000000,10895000000,11451000000,8824000000,MSFT
6/30/2018,USD,20343000000,30085000000,34165000000,9742000000,10379000000,6031000000,3933000000,10464000000,636000000,-672000000,None,672000000,30085000000,-61000000,None,500000000,10680000000,1807000000,672000000,10379000000,7797000000,11352000000,11852000000,8873000000,MSFT
3/31/2023,USD,39074000000,69686000000,30612000000,30612000000,17415000000,10292000000,11468000000,24318000000,None,-80000000,797000000,80000000,69766000000,132000000,None,4182000000,18205000000,3154000000,80000000,15051000000,16654000000,18285000000,21597000000,15051000000,GOOG
12/31/2022,USD,38949000000,74291000000,35342000000,35342000000,18160000000,12279000000,10267000000,22546000000,None,-90000000,659000000,90000000,74381000000,104000000,None,5126000000,17147000000,3523000000,90000000,13624000000,14873000000,17237000000,23286000000,13624000000,GOOG
9/30/2022,USD,38262000000,69420000000,31158000000,31158000000,17135000000,10526000000,10273000000,20799000000,None,-101000000,615000000,101000000,69521000000,143000000,None,4759000000,16233000000,2323000000,101000000,13910000000,10886000000,16334000000,21894000000,13910000000,GOOG
6/30/2022,USD,39639000000,69743000000,30104000000,30104000000,19453000000,10287000000,9841000000,20128000000,None,-83000000,486000000,83000000,69826000000,259000000,None,4844000000,19014000000,3012000000,83000000,16002000000,14223000000,19097000000,24297000000,16002000000,GOOG
3/31/2022,USD,38460000000,68059000000,29599000000,29599000000,20094000000,9199000000,9119000000,18318000000,None,-83000000,414000000,83000000,68142000000,-125000000,None,4215000000,18934000000,2498000000,83000000,16436000000,14010000000,19017000000,24309000000,16436000000,GOOG
12/31/2021,USD,42152000000,75140000000,32988000000,32988000000,21885000000,11744000000,8708000000,20452000000,None,-117000000,378000000,117000000,-1.82E+11,120000000,None,3439000000,24402000000,3760000000,117000000,20642000000,19427000000,24519000000,25643000000,20642000000,GOOG
9/30/2021,USD,37307000000,64928000000,27621000000,27621000000,21031000000,8772000000,7694000000,16466000000,None,-77000000,387000000,77000000,65005000000,8000000,None,3304000000,23064000000,4128000000,77000000,18936000000,18338000000,23141000000,24426000000,18936000000,GOOG
6/30/2021,USD,35653000000,61880000000,26227000000,26227000000,19361000000,8617000000,7675000000,16292000000,None,-76000000,389000000,76000000,61960000000,-90000000,None,2945000000,21985000000,3460000000,76000000,18525000000,18718000000,22061000000,22174000000,18525000000,GOOG
3/31/2021,USD,31211000000,55314000000,24103000000,24103000000,16437000000,7289000000,7485000000,14774000000,None,-76000000,345000000,76000000,55519000000,373000000,None,2753000000,21283000000,3353000000,76000000,17930000000,17294000000,21359000000,19248000000,17930000000,GOOG
12/31/2020,USD,30038000000,56118000000,26080000000,26080000000,15651000000,8145000000,7022000000,15167000000,None,-53000000,386000000,53000000,-1.25E+11,-420000000,None,3725000000,18689000000,3462000000,53000000,15227000000,15814000000,18742000000,19292000000,15227000000,GOOG
9/30/2020,USD,25013000000,46130000000,21117000000,21117000000,11213000000,6987000000,6856000000,13843000000,None,-48000000,460000000,48000000,46178000000,-88000000,None,3478000000,13359000000,2112000000,48000000,11247000000,11589000000,13407000000,14954000000,11247000000,GOOG
6/30/2020,USD,19744000000,38297000000,18553000000,18553000000,6383000000,6486000000,6875000000,13361000000,None,-13000000,433000000,13000000,38761000000,-147000000,None,3386000000,8277000000,1318000000,13000000,6959000000,7760000000,8290000000,9926000000,6959000000,GOOG
3/31/2020,USD,22177000000,41159000000,18982000000,18982000000,7977000000,7380000000,6820000000,14200000000,None,-21000000,586000000,21000000,41310000000,18000000,None,3108000000,7757000000,921000000,21000000,6836000000,6971000000,7778000000,11769000000,6836000000,GOOG
12/31/2019,USD,24855000000,45569000000,21020000000,21020000000,9266000000,8567000000,7222000000,15789000000,None,-17000000,621000000,17000000,45892000000,-72000000,None,3413000000,10704000000,33000000,17000000,10671000000,10635000000,10721000000,13695000000,10671000000,GOOG
9/30/2019,USD,22935000000,40503000000,17568000000,17568000000,9177000000,7200000000,6554000000,13754000000,None,-23000000,631000000,23000000,40526000000,68000000,None,2920000000,8628000000,1560000000,23000000,7068000000,6963000000,8651000000,13009000000,7068000000,GOOG
6/30/2019,USD,21749000000,39045000000,17296000000,17296000000,9180000000,6255000000,6213000000,12468000000,None,-25000000,653000000,25000000,39070000000,53000000,None,2835000000,12147000000,2200000000,25000000,9947000000,10636000000,12172000000,12262000000,9947000000,GOOG
3/31/2019,USD,20327000000,36339000000,16012000000,16012000000,6608000000,5993000000,6029000000,12022000000,None,-35000000,1417000000,35000000,36453000000,53000000,None,2613000000,8146000000,1489000000,35000000,6657000000,7213000000,8181000000,11336000000,6657000000,GOOG
12/31/2018,USD,21358000000,39276000000,17918000000,17918000000,8221000000,7121000000,6034000000,13155000000,None,-29000000,None,29000000,40666000000,68000000,None,2580000000,10072000000,1124000000,29000000,8948000000,8318000000,10101000000,11412000000,8948000000,GOOG
9/30/2018,USD,19459000000,33740000000,14281000000,14281000000,8625000000,5917000000,5232000000,11149000000,None,-28000000,None,28000000,34059000000,49000000,None,2355000000,10083000000,891000000,28000000,9192000000,9041000000,10111000000,11168000000,9192000000,GOOG
6/30/2018,USD,18774000000,32657000000,13883000000,13883000000,3045000000,5782000000,5114000000,10896000000,None,-27000000,None,27000000,33145000000,49000000,None,2114000000,4215000000,1020000000,27000000,3195000000,2340000000,4242000000,10392000000,3195000000,GOOG
3/31/2023,USD,39074000000,69686000000,30612000000,30612000000,17415000000,10292000000,11468000000,24318000000,None,-80000000,797000000,80000000,69766000000,132000000,None,4182000000,18205000000,3154000000,80000000,15051000000,16654000000,18285000000,21597000000,15051000000,GOOGL
12/31/2022,USD,38949000000,74291000000,35342000000,35342000000,18160000000,12279000000,10267000000,22546000000,None,-90000000,659000000,90000000,74381000000,104000000,None,5126000000,17147000000,3523000000,90000000,13624000000,14873000000,17237000000,23286000000,13624000000,GOOGL
9/30/2022,USD,38262000000,69420000000,31158000000,31158000000,17135000000,10526000000,10273000000,20799000000,None,-101000000,615000000,101000000,69521000000,143000000,None,4759000000,16233000000,2323000000,101000000,13910000000,10886000000,16334000000,21894000000,13910000000,GOOGL
6/30/2022,USD,39639000000,69743000000,30104000000,30104000000,19453000000,10287000000,9841000000,20128000000,None,-83000000,486000000,83000000,69826000000,259000000,None,4844000000,19014000000,3012000000,83000000,16002000000,14223000000,19097000000,24297000000,16002000000,GOOGL
3/31/2022,USD,38460000000,68059000000,29599000000,29599000000,20094000000,9199000000,9119000000,18318000000,None,-83000000,414000000,83000000,68142000000,-125000000,None,4215000000,18934000000,2498000000,83000000,16436000000,14010000000,19017000000,24309000000,16436000000,GOOGL
12/31/2021,USD,42152000000,75140000000,32988000000,32988000000,21885000000,11744000000,8708000000,20452000000,None,-117000000,378000000,117000000,-1.82E+11,120000000,None,3439000000,24402000000,3760000000,117000000,20642000000,19427000000,24519000000,25643000000,20642000000,GOOGL
9/30/2021,USD,37307000000,64928000000,27621000000,27621000000,21031000000,8772000000,7694000000,16466000000,None,-77000000,387000000,77000000,65005000000,8000000,None,3304000000,23064000000,4128000000,77000000,18936000000,18338000000,23141000000,24426000000,18936000000,GOOGL
6/30/2021,USD,35653000000,61880000000,26227000000,26227000000,19361000000,8617000000,7675000000,16292000000,None,-76000000,389000000,76000000,61960000000,-90000000,None,2945000000,21985000000,3460000000,76000000,18525000000,18718000000,22061000000,22174000000,18525000000,GOOGL
3/31/2021,USD,31211000000,55314000000,24103000000,24103000000,16437000000,7289000000,7485000000,14774000000,None,-76000000,345000000,76000000,55519000000,373000000,None,2753000000,21283000000,3353000000,76000000,17930000000,17294000000,21359000000,19248000000,17930000000,GOOGL
12/31/2020,USD,30038000000,56118000000,26080000000,26080000000,15651000000,8145000000,7022000000,15167000000,None,-53000000,386000000,53000000,-1.25E+11,-420000000,None,3725000000,18689000000,3462000000,53000000,15227000000,15814000000,18742000000,19292000000,15227000000,GOOGL
9/30/2020,USD,25013000000,46130000000,21117000000,21117000000,11213000000,6987000000,6856000000,13843000000,None,-48000000,460000000,48000000,46178000000,-88000000,None,3478000000,13359000000,2112000000,48000000,11247000000,11589000000,13407000000,14954000000,11247000000,GOOGL
6/30/2020,USD,19744000000,38297000000,18553000000,18553000000,6383000000,6486000000,6875000000,13361000000,None,-13000000,433000000,13000000,38761000000,-147000000,None,3386000000,8277000000,1318000000,13000000,6959000000,7760000000,8290000000,9926000000,6959000000,GOOGL
3/31/2020,USD,22177000000,41159000000,18982000000,18982000000,7977000000,7380000000,6820000000,14200000000,None,-21000000,586000000,21000000,41310000000,18000000,None,3108000000,7757000000,921000000,21000000,6836000000,6971000000,7778000000,11769000000,6836000000,GOOGL
12/31/2019,USD,24855000000,45569000000,21020000000,21020000000,9266000000,8567000000,7222000000,15789000000,None,-17000000,621000000,17000000,45892000000,-72000000,None,3413000000,10704000000,33000000,17000000,10671000000,10635000000,10721000000,13695000000,10671000000,GOOGL
9/30/2019,USD,22935000000,40503000000,17568000000,17568000000,9177000000,7200000000,6554000000,13754000000,None,-23000000,631000000,23000000,40526000000,68000000,None,2920000000,8628000000,1560000000,23000000,7068000000,6963000000,8651000000,13009000000,7068000000,GOOGL
6/30/2019,USD,21749000000,39045000000,17296000000,17296000000,9180000000,6255000000,6213000000,12468000000,None,-25000000,653000000,25000000,39070000000,53000000,None,2835000000,12147000000,2200000000,25000000,9947000000,10636000000,12172000000,12262000000,9947000000,GOOGL
3/31/2019,USD,20327000000,36339000000,16012000000,16012000000,6608000000,5993000000,6029000000,12022000000,None,-35000000,1417000000,35000000,36453000000,53000000,None,2613000000,8146000000,1489000000,35000000,6657000000,7213000000,8181000000,11336000000,6657000000,GOOGL
12/31/2018,USD,21358000000,39276000000,17918000000,17918000000,8221000000,7121000000,6034000000,13155000000,None,-29000000,None,29000000,40666000000,68000000,None,2580000000,10072000000,1124000000,29000000,8948000000,8318000000,10101000000,11412000000,8948000000,GOOGL
9/30/2018,USD,19459000000,33740000000,14281000000,14281000000,8625000000,5917000000,5232000000,11149000000,None,-28000000,None,28000000,34059000000,49000000,None,2355000000,10083000000,891000000,28000000,9192000000,9041000000,10111000000,11168000000,9192000000,GOOGL
6/30/2018,USD,18774000000,32657000000,13883000000,13883000000,3045000000,5782000000,5114000000,10896000000,None,-27000000,None,27000000,33145000000,49000000,None,2114000000,4215000000,1020000000,27000000,3195000000,2340000000,4242000000,10392000000,3195000000,GOOGL
3/31/2023,USD,43403000000,1.27E+11,83202000000,67791000000,4774000000,13215000000,14842000000,15411000000,611000000,-823000000,611000000,823000000,1.27E+11,-443000000,None,1546000000,4120000000,948000000,823000000,3172000000,3686000000,4943000000,6489000000,3172000000,AMZN
12/31/2022,USD,-1360000000,1.48E+11,1360000000,85640000000,2737000000,36751000000,3653000000,1360000000,445000000,-694000000,445000000,694000000,1.49E+11,-3450000000,None,2118000000,-949000000,-1227000000,694000000,-2720000000,2906000000,-255000000,1863000000,278000000,AMZN
9/30/2022,USD,40542000000,1.26E+11,85839000000,70268000000,2525000000,14075000000,19485000000,15571000000,277000000,-617000000,277000000,617000000,1.27E+11,759000000,None,1496000000,2941000000,69000000,617000000,2872000000,539000000,3558000000,5054000000,2872000000,AMZN
6/30/2022,USD,39590000000,1.21E+11,80943000000,66424000000,3317000000,12989000000,18072000000,14519000000,159000000,-584000000,159000000,584000000,1.21E+11,-5545000000,None,1530000000,-2665000000,-637000000,584000000,-2028000000,-4445000000,-2081000000,-551000000,-2028000000,AMZN
3/31/2022,USD,37013000000,1.16E+11,78973000000,66499000000,3669000000,10914000000,14842000000,12474000000,108000000,-472000000,108000000,472000000,1.16E+11,-8570000000,None,1560000000,-5266000000,-1422000000,472000000,-3844000000,-4833000000,-4794000000,-3234000000,-3844000000,AMZN
12/31/2021,USD,20863000000,1.37E+11,1.16E+11,82835000000,3460000000,30235000000,15313000000,34205000000,118000000,-482000000,118000000,482000000,1.37E+11,11838000000,None,2970000000,14935000000,612000000,482000000,14314000000,14022000000,15417000000,18387000000,14323000000,AMZN
9/30/2021,USD,34622000000,1.10E+11,75590000000,62930000000,4852000000,10163000000,14380000000,12660000000,119000000,-493000000,119000000,493000000,1.11E+11,-163000000,None,2497000000,4311000000,1155000000,493000000,3156000000,2606000000,4804000000,7301000000,3156000000,AMZN
6/30/2021,USD,36408000000,1.13E+11,76347000000,64176000000,7702000000,9682000000,13871000000,12171000000,106000000,-435000000,106000000,435000000,1.13E+11,1261000000,None,2489000000,8646000000,868000000,435000000,7778000000,7919000000,9081000000,11570000000,7778000000,AMZN
3/31/2021,USD,35035000000,1.08E+11,73053000000,62403000000,8865000000,8194000000,12488000000,10650000000,105000000,-399000000,105000000,399000000,1.08E+11,1697000000,None,2456000000,10263000000,2156000000,399000000,8107000000,7621000000,10662000000,13118000000,8107000000,AMZN
12/31/2020,USD,1.26E+11,1.26E+11,1.02E+11,79284000000,6873000000,20271000000,12049000000,24557000000,100000000,-414000000,100000000,414000000,1.26E+11,1206000000,None,2886000000,7788000000,566000000,414000000,7199000000,8071000000,8202000000,11088000000,7222000000,AMZN
9/30/2020,USD,29309000000,95717000000,66408000000,57106000000,6194000000,7102000000,10976000000,9302000000,118000000,-428000000,118000000,428000000,96145000000,925000000,None,2200000000,6900000000,569000000,428000000,6331000000,6757000000,7328000000,9528000000,6331000000,AMZN
6/30/2020,USD,27895000000,88509000000,60614000000,52660000000,5843000000,5925000000,10388000000,7954000000,135000000,-403000000,135000000,403000000,88912000000,646000000,None,2029000000,6227000000,984000000,403000000,5243000000,5851000000,6630000000,8659000000,5243000000,AMZN
3/31/2020,USD,22619000000,75050000000,52431000000,44257000000,3989000000,6280000000,9325000000,8174000000,202000000,-402000000,202000000,402000000,75452000000,-406000000,None,1894000000,3279000000,744000000,402000000,2535000000,1458000000,3681000000,5575000000,2535000000,AMZN
12/31/2019,USD,87437000000,87437000000,75900000000,53977000000,3879000000,18583000000,9740000000,22988000000,211000000,-455000000,211000000,455000000,87437000000,418000000,None,3340000000,4054000000,786000000,455000000,3267000000,3711000000,4509000000,7849000000,3268000000,AMZN
9/30/2019,USD,19574000000,69585000000,50011000000,41302000000,3157000000,6100000000,9200000000,8764000000,224000000,-396000000,224000000,396000000,69981000000,-353000000,None,2609000000,2628000000,494000000,396000000,2134000000,1665000000,3024000000,5633000000,2134000000,AMZN
6/30/2019,USD,18721000000,63021000000,44300000000,36337000000,3084000000,5561000000,9065000000,8049000000,215000000,-383000000,215000000,383000000,63404000000,-27000000,None,2402000000,2882000000,257000000,383000000,2625000000,2675000000,3265000000,5667000000,2625000000,AMZN
3/31/2019,USD,20582000000,59339000000,38757000000,33920000000,4420000000,4837000000,7927000000,4837000000,183000000,-366000000,183000000,366000000,59700000000,164000000,None,2307000000,4397000000,836000000,366000000,3561000000,3586000000,4763000000,7070000000,3561000000,AMZN
12/31/2018,USD,72383000000,72383000000,59490000000,44786000000,3786000000,14229000000,7669000000,15667000000,150000000,-387000000,None,387000000,72383000000,-199000000,None,4262000000,3354000000,327000000,387000000,3023000000,3030000000,3741000000,8003000000,3027000000,AMZN
9/30/2018,USD,18871000000,56218000000,37347000000,33003000000,3724000000,4344000000,7162000000,4412000000,117000000,-358000000,None,358000000,56576000000,-93000000,None,3778000000,3391000000,508000000,358000000,2883000000,2783000000,3749000000,7527000000,2883000000,AMZN
6/30/2018,USD,17899000000,52543000000,34644000000,30632000000,2983000000,4012000000,7247000000,4092000000,94000000,-343000000,None,343000000,52886000000,-129000000,None,3630000000,2608000000,74000000,343000000,2534000000,2067000000,2951000000,6581000000,2534000000,AMZN
3/31/2023,USD,84007000000,86564000000,2557000000,59683000000,81476000000,2390000000,None,2531000000,None,-159000000,2222000000,159000000,83644000000,None,None,4244000000,16390000000,4960000000,159000000,11843000000,11605000000,16549000000,21206000000,11430000000,XOM
12/31/2022,USD,91753000000,95429000000,3676000000,66190000000,88039000000,2832000000,None,3714000000,None,-207000000,398000000,207000000,-3.06E+11,None,None,5064000000,18537000000,5787000000,207000000,13055000000,17283000000,18744000000,24113000000,12750000000,XOM
9/30/2022,USD,1.10E+11,1.12E+11,2478000000,77156000000,1.07E+11,2324000000,None,2542000000,None,-209000000,4423000000,209000000,1.07E+11,926000000,None,5642000000,24884000000,5224000000,209000000,20198000000,16874000000,25093000000,31273000000,19660000000,XOM
6/30/2022,USD,1.13E+11,1.16E+11,2650000000,80750000000,1.10E+11,2530000000,None,2816000000,None,-194000000,3494000000,194000000,1.11E+11,728000000,None,4451000000,24209000000,6359000000,194000000,18574000000,15747000000,24403000000,29578000000,17850000000,XOM
3/31/2022,USD,87983000000,90500000000,2517000000,71512000000,85401000000,2409000000,None,2582000000,None,-188000000,2350000000,188000000,87734000000,228000000,None,8883000000,8286000000,2806000000,188000000,5750000000,6330000000,8474000000,17627000000,5480000000,XOM
12/31/2021,USD,80860000000,84965000000,4105000000,61933000000,76695000000,2514000000,None,4165000000,None,-221000000,1857000000,221000000,81287000000,1582000000,None,5661000000,11520000000,2650000000,221000000,9079000000,11802000000,11741000000,17402000000,8870000000,XOM
9/30/2021,USD,71349000000,73786000000,2437000000,53454000000,68868000000,2287000000,None,2481000000,None,-214000000,1456000000,214000000,71892000000,224000000,None,4990000000,9414000000,2664000000,214000000,6942000000,5640000000,9628000000,14618000000,6750000000,XOM
6/30/2021,USD,65225000000,67742000000,2517000000,50752000000,62694000000,2345000000,None,2531000000,None,-254000000,1182000000,254000000,65943000000,363000000,None,4952000000,6216000000,1526000000,254000000,4781000000,5194000000,6470000000,11422000000,4690000000,XOM
